Name,Company,Level,MarketTime,Engine,Gearbox,LWH,BodyStructure,MaximunSpeed,FuelConsumption,EngineCapacity,EngineForm,GearboxType,ParkingBrakeType,PSAirbag,BASideAirbag,BAHeadAirbag,TirePressure,SeatBeltWarning,ChildSeat,ABS,EBD,EBA,ASR,ESC,MergeSupport,DeviationWarning,SecuritySystem,NightVersion,ParkingRadar,ParkingVideo,PanoramicCamera,Cruise,AdaptiveCruise,AutomaticParking,EngineAutomatic,UphillSupport,AutomaticSkylight,PanoramicSkylight,Rims,AutomaticDoor,AutomaticTrunk,InduceTrunk,RoofRacks,EngineAntiTheft,ParkingLock,RemoteKey,KeylessStart,KeylessEntry,SteeringWheel,SeatMaterial,SeatAdjust,PSSeatAdjust,AfterSeatAdjust,SeatMemory,SeatFallDown,CentralArmrest,CupHolder,GPS,Positioning,Screen,ScreenSize,Interface,CDDVD,Speaker,LowLights,HighLights,LED,AdaptiveLights,HeadLights,SupportLights,FogLights,AtmosphereLights,AutomaticWindow,WindowLift,WindowAntiClipHand,InsulatedGlass,AutomaticRearviewAdjust,AutomaticRearviewFold,MakeupMirror,Wipers,InduceWipers,AirConditioning,WindOutlet
"科鲁兹 2017款 1.4T 双离合领锋版",上汽通用雪佛兰,紧凑型车,2016.07,"1.4T 150马力 L4",7挡双离合,4666*1807*1460,4门5座三厢车,200,5.7,1.4,涡轮增压,双离合变速箱(DCT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,●,-,-,-,"前● / 后●",●,-,-,-,●,●,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,-,●,●,7英寸,USB+AUX+SD,-,6-7喇叭,卤素,卤素,●,-,●,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,自动●,-
"科鲁兹 2017款 1.5L 自动先锋天窗版",上汽通用雪佛兰,紧凑型车,2016.07,"1.5L 114马力 L4",6挡手自一体,4666*1807*1460,4门5座三厢车,180,6.3,1.5,自然吸气,手自一体变速箱(AT),电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,整体放倒,"前● / 后-",-,-,-,●,7英寸,USB+AUX+SD,-,6-7喇叭,卤素,卤素,-,-,-,-,-,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,手动●,-
"科鲁兹 2017款 1.5L 自动炫锋版",上汽通用雪佛兰,紧凑型车,2016.07,"1.5L 114马力 L4",6挡手自一体,4666*1807*1460,4门5座三厢车,180,6.3,1.5,自然吸气,手自一体变速箱(AT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,-,皮/织物混搭,●,-,-,-,比例放倒,"前● / 后●",●,-,-,●,7英寸,USB+AUX+SD,-,6-7喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,手动●,-
"索纳塔九 2017款 1.6T GS时尚型",北京现代,中型车,2016.10,"1.6T 180马力 L4",7挡双离合,4855*1865*1485,4门5座三厢车,210,6.7,1.6,涡轮增压,双离合变速箱(DCT),脚刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,-,-,●,皮/织物混搭,●,-,-,-,-,"前● / 后●",●,-,-,-,-,USB+AUX,单碟CD,6-7喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",主驾驶位,●,-,●,●,●,-,-,自动●,●
"索纳塔九 2017款 2.0L GLS智能型",北京现代,中型车,2016.10,"2.0L 160马力 L4",6挡手自一体,4855*1865*1485,4门5座三厢车,197,7.6,2.0,自然吸气,手自一体变速箱(AT),脚刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,○,○,●,皮/织物混搭(选装真,●,"主○ / 副-",-,-,-,"前● / 后●",●,-,-,-,-,USB+AUX,单碟CD,6-7喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,-,-,自动●,●
"艾瑞泽5 2016款 1.5L CVT领尊版",奇瑞汽车,紧凑型车,2016.03,"1.5L 116马力 L4",CVT无级变速(模拟7挡),4572*1825*1482,4门5座三厢车,180,5.9,1.5,自然吸气,无级变速箱(CVT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,整体放倒,"前● / 后●",●,●,●,●,-,USB+SD卡插槽,-,6-7喇叭,氙气,卤素,●,-,-,-,-,-,"前● / 后●",,●,-,●,-,●,-,-,手动●,-
"艾瑞泽5 2016款 1.5L CVT领臻版",奇瑞汽车,紧凑型车,2016.03,"1.5L 116马力 L4",CVT无级变速(模拟7挡),4572*1825*1482,4门5座三厢车,180,5.9,1.5,自然吸气,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,-,-,-,整体放倒,"前● / 后●",●,●,●,●,-,USB+SD卡插槽,-,6-7喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",,●,-,●,-,●,-,-,手动●,-
"艾瑞泽5 2016款 1.5L CVT领跑版",奇瑞汽车,紧凑型车,2016.10,"1.5L 116马力 L4",CVT无级变速(模拟7挡),4572*1825*1482,4门5座三厢车,180,5.9,1.5,自然吸气,无级变速箱(CVT),手刹,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,-,-,●,仿皮,●,-,-,-,整体放倒,"前● / 后-",-,●,●,●,-,USB+SD卡插槽,-,4-5喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",,●,-,●,-,●,-,-,手动●,-
"艾瑞泽5 2017款 1.5L CVT尊贵版",奇瑞汽车,紧凑型车,2017.03,"1.5L 116马力 L4",CVT无级变速(模拟7挡),4572*1825*1482,4门5座三厢车,180,5.9,1.5,自然吸气,无级变速箱(CVT),手刹,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,-,-,-,整体放倒,"前● / 后-",-,●,-,●,8英寸,USB+SD卡插槽,-,4-5喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",全车,●,-,●,-,●,-,-,手动●,-
"艾瑞泽5 2017款 SPORT 1.5T CVT尊贵版",奇瑞汽车,紧凑型车,2017.03,"1.5T 147马力 L4",CVT无级变速(模拟7挡),4572*1825*1482,4门5座三厢车,190,6.3,1.5,涡轮增压,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,-,-,-,整体放倒,"前● / 后●",●,●,-,●,8英寸,USB+SD卡插槽,-,6-7喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",全车,●,-,●,-,●,-,-,手动●,-
"艾瑞泽5 2017款 SPORT 1.5T CVT豪华版",奇瑞汽车,紧凑型车,2017.03,"1.5T 147马力 L4",CVT无级变速(模拟7挡),4572*1825*1482,4门5座三厢车,190,6.3,1.5,涡轮增压,无级变速箱(CVT),手刹,"主● / 副●",-,-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,-,-,●,仿皮,●,-,-,-,整体放倒,"前● / 后-",-,●,-,●,8英寸,USB+SD卡插槽,-,4-5喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",主驾驶位,-,-,●,-,●,-,-,手动●,-
"艾瑞泽7 2016款 1.6L CVT致享版",奇瑞汽车,紧凑型车,2016.07,"1.6L 126马力 L4",CVT无级变速(模拟7挡),4652*1825*1483,4门5座三厢车,180,6.7,1.6,自然吸气,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,7英寸,USB+SD卡插槽,-,6-7喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",全车,●,-,●,-,●,-,-,自动●,-
"艾瑞泽7 2016款 1.6L CVT致尚版",奇瑞汽车,紧凑型车,2016.07,"1.6L 126马力 L4",CVT无级变速(模拟7挡),4652*1825*1483,4门5座三厢车,180,6.7,1.6,自然吸气,无级变速箱(CVT),手刹,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,●,7英寸,USB+SD卡插槽,-,4-5喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",全车,●,-,●,-,●,-,-,手动●,-
"艾瑞泽7 2016款 1.6L CVT致领版",奇瑞汽车,紧凑型车,2016.07,"1.6L 126马力 L4",CVT无级变速(模拟7挡),4652*1825*1483,4门5座三厢车,180,6.7,1.6,自然吸气,无级变速箱(CVT),手刹,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,-,-,●,织物,-,-,-,-,比例放倒,"前● / 后-",-,-,-,-,-,USB,-,4-5喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",-,-,-,●,-,●,-,-,手动●,-
"艾瑞泽7 2017款 1.5T CVT致享版",奇瑞汽车,紧凑型车,"1.5T 147马力",CVT无级变速(模拟7挡),4652*1825*1483,4门5座三厢车,200,-,-,1.5,涡轮增压,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,7英寸,USB+SD卡插槽,-,6-7喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",全车,●,-,●,-,●,-,-,自动●,-
"艾瑞泽7 2017款 1.5T CVT致尚版",奇瑞汽车,紧凑型车,"1.5T 147马力",CVT无级变速(模拟7挡),4652*1825*1483,4门5座三厢车,200,-,-,1.5,涡轮增压,无级变速箱(CVT),手刹,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,●,7英寸,USB+SD卡插槽,-,4-5喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",全车,●,-,●,-,●,-,-,手动●,-
"艾瑞泽7e 2016款 1.6L e致尚版",奇瑞汽车,紧凑型车,2016.07,"1.6L 126马力 L4",CVT无级变速(模拟7挡),4652*1825*1483,4门5座三厢车,180,-,1.6,自然吸气,-,多连杆独立悬架,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,●,●,●,织物,●,-,-,-,比例放倒,"前● / 后-",-,-,-,●,7英寸,USB+SD卡插槽,-,4-5喇叭,卤素,卤素,●,-,-,-,-,●,"前● / 后●",-,-,-,●,-,●,-,-,自动●,-
"英朗 2017款 15N 自动精英型",上汽通用别克,紧凑型车,2016.12,"1.5L 114马力 L4",6挡手自一体,4587*1798*1463,4门5座三厢车,180,5.9,1.5,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,-,皮/织物混搭,●,-,-,-,比例放倒,"前● / 后-",-,-,-,-,-,USB,-,6-7喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,手动●,●
"英朗 2017款 15N 自动豪华型",上汽通用别克,紧凑型车,2016.12,"1.5L 114马力 L4",6挡手自一体,4587*1798*1463,4门5座三厢车,180,5.9,1.5,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,-,-,真皮,●,-,-,-,比例放倒,"前● / 后-",-,○,-,●,7英寸,USB+SD卡插槽,-,6-7喇叭,氙气,氙气,●,-,-,-,-,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,自动●,●
"英朗 2017款 15N 自动进取型",上汽通用别克,紧凑型车,2016.12,"1.5L 114马力 L4",6挡手自一体,4587*1798*1463,4门5座三厢车,180,5.9,1.5,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,●,●,-,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,-,"前● / 后-",-,-,-,-,-,USB,-,6-7喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",-,-,-,●,-,●,-,-,手动●,●
"英朗 2017款 18T 双离合精英型",上汽通用别克,紧凑型车,2016.12,"1.4T 144马力 L4",7挡双离合,4587*1798*1463,4门5座三厢车,190,5.9,1.4,涡轮增压,双离合变速箱(DCT),手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,-,皮/织物混搭,●,-,-,-,比例放倒,"前● / 后-",-,-,-,-,-,USB,-,6-7喇叭,氙气,氙气,●,-,-,-,-,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,手动●,●
"英朗 2017款 18T 双离合豪华型",上汽通用别克,紧凑型车,2016.12,"1.4T 144马力 L4",7挡双离合,4587*1798*1463,4门5座三厢车,190,5.9,1.4,涡轮增压,双离合变速箱(DCT),手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,-,-,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后-",-,○,●,●,7英寸,USB+SD卡插槽,-,6-7喇叭,氙气,氙气,●,-,-,-,-,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,自动●,●
"荣威350 2014款 1.5T 自动劲尚版",上汽集团,紧凑型车,2015.07,"1.5T 129马力 L4",6挡手自一体,4521*1788*1492,4门5座三厢车,-,7.8,1.5,涡轮增压,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,-,●,-,●,-,-,-,-,●,●,●,-,-,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,●,●,●,-,USB+AUX,-,4-5喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",-,-,-,●,-,●,-,-,自动●,-
"荣威350 2014款 1.5T 自动劲逸版",上汽集团,紧凑型车,2015.07,"1.5T 129马力 L4",6挡手自一体,4521*1788*1492,4门5座三厢车,-,7.8,1.5,涡轮增压,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",○,-,-,-,-,-,-,●,-,●,-,-,-,-,●,●,●,-,-,-,皮/织物混搭,●,-,-,-,比例放倒,"前● / 后●",●,○,○,○,-,USB+AUX,单碟CD,4-5喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",-,-,-,●,-,●,-,-,手动●,-
"荣威360 2017款 1.5L 自动智屏版",上汽集团,紧凑型车,2017.03,"1.5L 109马力 L4",4挡手自一体,4579*1804*1490,4门5座三厢车,-,-,1.5,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●",-,-,●,●,●,●,●,●,○,○,-,-,-,-,"前- / 后●",●,-,-,-,-,○,○,-,-,●,-,-,-,-,●,●,●,-,-,-,织物,-,-,-,-,整体放倒,"前● / 后-",-,-,-,●,8英寸,USB+AUX,-,4-5喇叭,卤素,卤素,-,-,-,-,-,-,"前● / 后●",-,-,-,●,-,●,-,-,手动●,-
"荣威360 2017款 1.5L 自动精英版",上汽集团,紧凑型车,2017.03,"1.5L 109马力 L4",4挡手自一体,4579*1804*1490,4门5座三厢车,-,-,1.5,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●",-,-,●,●,●,●,●,●,○,○,-,-,-,-,"前- / 后●",-,-,-,-,-,○,○,-,-,●,-,-,-,-,●,●,●,-,-,-,织物,-,-,-,-,整体放倒,"前● / 后-",-,-,-,-,-,USB+AUX,-,4-5喇叭,卤素,卤素,-,-,-,-,-,-,"前● / 后●",-,-,-,●,-,●,-,-,手动●,-
"荣威360 2017款 1.5L 自动豪华版",上汽集团,紧凑型车,2017.03,"1.5L 109马力 L4",4挡手自一体,4579*1804*1490,4门5座三厢车,-,-,1.5,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,○,●,●,-,●,-,-,-,-,●,●,●,●,-,-,仿皮,●,-,-,-,整体放倒,"前● / 后-",-,-,-,●,8英寸,USB+AUX,-,4-5喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,手动●,-
"荣威360 2017款 20T TST尊享版",上汽集团,紧凑型车,2017.03,"1.4T 156马力 L4",7挡双离合,4579*1804*1490,4门5座三厢车,-,-,1.4,涡轮增压,双离合变速箱(DCT),手刹,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,○,●,●,-,●,-,-,-,-,●,●,●,●,-,-,仿皮,●,-,-,-,整体放倒,"前● / 后-",-,-,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,手动●,-
"荣威360 2017款 20T TST旗舰版",上汽集团,紧凑型车,2017.03,"1.4T 156马力 L4",7挡双离合,4579*1804*1490,4门5座三厢车,-,-,1.4,涡轮增压,双离合变速箱(DCT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,-,-,仿皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,●,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,自动●,-
"荣威950 2015款 1.8T 精英版",上汽集团,中型车,2015.07,"1.8T 185马力 L4",6挡双离合,4996*1857*1502,4门5座三厢车,210,7.6,1.8,涡轮增压,双离合变速箱(DCT),电子驻车,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,●,-,●,-,●,-,-,-,-,●,●,●,-,-,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,-,-,-,-,USB,单碟CD,6-7喇叭,卤素,卤素,-,-,●,-,●,-,"前● / 后●",-,●,●,●,-,●,-,-,自动●,●
"荣威950 2017款 30T 互联网旗舰版",上汽集团,中型车,2017.05,"2.0T 220马力 L4",6挡双离合,4996*1857*1507,4门5座三厢车,230,8.1,2.0,涡轮增压,双离合变速箱(DCT),电子驻车,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,-,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,-,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB,-,6-7喇叭,LED,LED,●,-,●,●,●,-,"前● / 后●",全车,●,-,●,-,●,-,-,自动●,●
"荣威950 2017款 30T 互联网行政版",上汽集团,中型车,2017.05,"2.0T 220马力 L4",6挡双离合,4996*1857*1507,4门5座三厢车,230,8.1,2.0,涡轮增压,双离合变速箱(DCT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,●,●,-,-,●,-,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,-,"主● / 副●",-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB,-,6-7喇叭,LED,LED,●,-,●,●,●,-,"前● / 后●",全车,●,-,●,-,●,-,-,自动●,●
"荣威i6 2017款 16T 自动互联智享版",上汽集团,紧凑型车,2017.02,"1.0T 125马力 L3",7挡双离合,4671*1835*1460,4门5座三厢车,191,4.9,1.0,涡轮增压,双离合变速箱(DCT),电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,-,●,-,●,-,-,-,-,●,●,●,●,-,●,仿皮,●,"主● / 副-",-,-,整体放倒,"前● / 后●",●,●,●,●,10.4英寸,USB,-,6-7喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,手动●,●
"荣威i6 2017款 16T 自动旗舰版",上汽集团,紧凑型车,2017.04,"1.0T 125马力 L3",7挡双离合,4671*1835*1460,4门5座三厢车,191,4.9,1.0,涡轮增压,双离合变速箱(DCT),电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,-,●,-,●,-,-,-,-,●,●,●,●,-,●,仿皮,●,"主● / 副-",-,-,整体放倒,"前● / 后●",●,-,-,●,8英寸,USB,-,6-7喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,手动●,-
"荣威i6 2017款 20T 自动互联网智享版",上汽集团,紧凑型车,2017.02,"1.5T 169马力 L4",7挡双离合,4671*1835*1460,4门5座三厢车,210,5.9,1.5,涡轮增压,双离合变速箱(DCT),电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,整体放倒,"前● / 后●",●,●,●,●,10.4英寸,USB,-,6-7喇叭,卤素(选装LED),卤素(选装LED),●,-,○,-,-,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,○,自动●,●
"荣威i6 2017款 20T 自动互联网智尊版",上汽集团,紧凑型车,2017.02,"1.5T 169马力 L4",7挡双离合,4671*1835*1460,4门5座三厢车,210,5.9,1.5,涡轮增压,双离合变速箱(DCT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,整体放倒,"前● / 后●",●,●,●,●,10.4英寸,USB,-,6-7喇叭,LED,LED,●,-,●,●,-,●,"前● / 后●",全车,●,-,●,●,●,-,●,自动●,●
"荣威i6 2017款 20T 自动互联网智臻版",上汽集团,紧凑型车,2017.02,"1.5T 169马力 L4",7挡双离合,4671*1835*1460,4门5座三厢车,210,5.9,1.5,涡轮增压,双离合变速箱(DCT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,●,●,-,"前- / 后●",●,-,-,●,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,整体放倒,"前● / 后●",●,●,●,●,10.4英寸,USB,-,6-7喇叭,LED,LED,●,●,●,●,-,●,"前● / 后●",全车,●,-,●,●,●,-,●,自动●,●
